Date,Year,Month,Quarter,Branch,ProductCategory,ProductName,UnitsSold,UnitPrice,TotalSales,COGS,Profit Margin,GrossProfit,OperatingExpenses,Expense Ratio,NetProfit,PaymentMethod,Region
12-11-2023,2023,11,Q4,Store_6,Clothing,Shoes,4,255.96,1023.84,551.5,46.13%,472.34,305.97,29.88%,166.37,Digital Wallet,East
14-03-2024,2024,3,Q1,Store_10,Sports,Football,4,450.35,1801.40,1111.97,38.27%,689.43,242.98,13.49%,446.45,Digital Wallet,North
10-04-2022,2022,4,Q2,Store_5,Clothing,Shirt,16,129.52,2072.32,1113.6,46.26%,958.72,397.82,19.20%,560.90,Card,East
20-06-2024,2024,6,Q2,Store_3,Electronics,Camera,15,396.72,5950.80,3519.47,40.86%,2431.33,1486.69,24.98%,944.64,Cash,North
23-03-2022,2022,3,Q1,Store_5,Home Decor,Lamp,17,10.15,172.55,75.93,56.00%,96.62,25.85,14.98%,70.77,Card,East
24-04-2024,2024,4,Q2,Store_4,Groceries,Milk,2,55.13,110.26,44.51,59.63%,65.75,12.03,10.91%,53.72,Card,West
02-10-2022,2022,10,Q4,Store_6,Groceries,Milk,2,141.57,283.14,139.79,50.63%,143.35,43.44,15.34%,99.91,Card,West
27-09-2022,2022,9,Q3,Store_9,Home Decor,Chair,9,423.47,3811.23,1927.42,49.43%,1883.81,753.16,19.76%,1130.65,Cash,East
23-08-2023,2023,8,Q3,Store_4,Sports,Gym Bag,3,208.11,624.33,434.99,30.33%,189.34,73.30,11.74%,116.04,Cash,East
16-08-2023,2023,8,Q3,Store_9,Toys,Lego Set,9,422.81,3805.29,1873.14,50.78%,1932.15,449.64,11.82%,1482.51,Digital Wallet,South
22-10-2024,2024,10,Q4,Store_8,Groceries,Rice,8,109.19,873.52,364.54,58.27%,508.98,109.69,12.56%,399.29,Card,East
10-07-2023,2023,7,Q3,Store_8,Groceries,Eggs,10,73.63,736.30,425.21,42.25%,311.09,119.42,16.22%,191.67,Cash,West
27-08-2024,2024,8,Q3,Store_8,Toys,Doll,19,307.28,5838.32,3334.61,42.88%,2503.71,1165.68,19.97%,1338.03,Card,South
30-01-2024,2024,1,Q1,Store_2,Toys,Action Figure,18,81.21,1461.78,841.62,42.42%,620.16,152.76,10.45%,467.40,Digital Wallet,South
23-05-2023,2023,5,Q2,Store_5,Home Decor,Lamp,16,20.64,330.24,161.16,51.20%,169.08,63.62,19.26%,105.46,Card,East
13-01-2023,2023,1,Q1,Store_1,Groceries,Bread,1,167.13,167.13,117,29.99%,50.13,36.20,21.66%,13.93,Digital Wallet,South
24-10-2023,2023,10,Q4,Store_2,Toys,Puzzle,12,154.71,1856.52,863.16,53.51%,993.36,384.35,20.70%,609.01,Card,North
03-12-2024,2024,12,Q4,Store_4,Electronics,Camera,7,399.22,2794.54,1818.25,34.94%,976.29,711.05,25.44%,265.24,Card,East
24-12-2024,2024,12,Q4,Store_10,Sports,Tennis Racket,3,123.41,370.23,270.99,26.80%,99.24,44.26,11.95%,54.98,Card,South
18-04-2022,2022,4,Q2,Store_1,Toys,Lego Set,11,61.35,674.85,353.29,47.65%,321.56,98.14,14.54%,223.42,Cash,North
17-12-2024,2024,12,Q4,Store_6,Sports,Tennis Racket,14,140.37,1965.18,1007.69,48.72%,957.49,378.71,19.27%,578.78,Cash,North
02-04-2023,2023,4,Q2,Store_10,Toys,Lego Set,11,26.09,286.99,123.14,57.09%,163.85,61.00,21.26%,102.85,Digital Wallet,East
08-08-2024,2024,8,Q3,Store_10,Clothing,Shoes,10,42.91,429.10,230.68,46.24%,198.42,120.96,28.19%,77.46,Digital Wallet,North
17-08-2023,2023,8,Q3,Store_2,Groceries,Bread,14,44.22,619.08,292.93,52.68%,326.15,99.04,16.00%,227.11,Card,North
24-07-2024,2024,7,Q3,Store_4,Clothing,Shoes,18,309.58,5572.44,4384.79,21.31%,1187.65,695.78,12.49%,491.87,Card,West
28-04-2024,2024,4,Q2,Store_8,Groceries,Milk,10,449.4,4494.00,3434.08,23.59%,1059.92,843.37,18.77%,216.55,Cash,North
29-11-2023,2023,11,Q4,Store_2,Home Decor,Sofa,2,23.02,46.04,24.93,45.85%,21.11,8.06,17.51%,13.05,Cash,North
18-10-2022,2022,10,Q4,Store_6,Clothing,Shirt,12,24.01,288.12,176.25,38.83%,111.87,53.29,18.50%,58.58,Card,North
02-10-2024,2024,10,Q4,Store_1,Clothing,Jeans,7,456.23,3193.61,1752.59,45.12%,1441.02,617.62,19.34%,823.40,Digital Wallet,South
22-04-2023,2023,4,Q2,Store_2,Toys,Puzzle,9,325.64,2930.76,1532.36,47.71%,1398.40,743.23,25.36%,655.17,Digital Wallet,West
04-08-2024,2024,8,Q3,Store_8,Clothing,Dress,13,323.92,4210.96,2080.7,50.59%,2130.26,1138.41,27.03%,991.85,Digital Wallet,East
24-05-2022,2022,5,Q2,Store_7,Electronics,Headphones,7,244.9,1714.30,948.19,44.69%,766.11,423.09,24.68%,343.02,Digital Wallet,West
28-02-2024,2024,2,Q1,Store_5,Sports,Tennis Racket,4,415.81,1663.24,892.91,46.32%,770.33,323.63,19.46%,446.70,Card,East
10-05-2024,2024,5,Q2,Store_6,Home Decor,Chair,11,175.48,1930.28,818.17,57.61%,1112.11,482.46,24.99%,629.65,Card,South
15-03-2022,2022,3,Q1,Store_9,Home Decor,Sofa,9,426.15,3835.35,2998.29,21.82%,837.06,545.36,14.22%,291.70,Cash,West
24-11-2022,2022,11,Q4,Store_7,Clothing,Shirt,5,499.37,2496.85,1613.02,35.40%,883.83,735.53,29.46%,148.30,Digital Wallet,North
22-04-2024,2024,4,Q2,Store_10,Home Decor,Curtains,5,286.62,1433.10,661.96,53.81%,771.14,390.05,27.22%,381.09,Digital Wallet,West
12-04-2024,2024,4,Q2,Store_2,Toys,Puzzle,11,159.2,1751.20,795.22,54.59%,955.98,462.72,26.42%,493.26,Digital Wallet,South
09-09-2023,2023,9,Q3,Store_10,Home Decor,Curtains,17,45.53,774.01,482.71,37.64%,291.30,208.49,26.94%,82.81,Cash,South
21-02-2022,2022,2,Q1,Store_6,Groceries,Eggs,9,484.52,4360.68,2777.89,36.30%,1582.79,911.66,20.91%,671.13,Card,North
22-07-2024,2024,7,Q3,Store_4,Clothing,Shoes,5,333.6,1668.00,776,53.48%,892.00,404.65,24.26%,487.35,Cash,West
09-04-2023,2023,4,Q2,Store_4,Toys,Puzzle,8,448.66,3589.28,1927.98,46.29%,1661.30,739.70,20.61%,921.60,Digital Wallet,South
04-07-2022,2022,7,Q3,Store_5,Clothing,Dress,18,341.7,6150.60,4676.1,23.97%,1474.50,934.83,15.20%,539.67,Cash,North
08-07-2022,2022,7,Q3,Store_6,Electronics,Laptop,19,56.9,1081.10,723.3,33.10%,357.80,319.32,29.54%,38.48,Cash,North
18-01-2023,2023,1,Q1,Store_3,Groceries,Fruits,8,180.98,1447.84,777.04,46.33%,670.80,185.05,12.78%,485.75,Cash,West
28-09-2024,2024,9,Q3,Store_2,Electronics,Camera,2,489.42,978.84,408.52,58.26%,570.32,191.26,19.54%,379.06,Cash,East
14-02-2022,2022,2,Q1,Store_7,Clothing,Jeans,15,234.1,3511.50,2794.11,20.43%,717.39,891.64,25.39%,-174.25,Digital Wallet,East
11-03-2024,2024,3,Q1,Store_5,Electronics,Camera,16,133.81,2140.96,1125.8,47.42%,1015.16,412.13,19.25%,603.03,Card,North
02-05-2023,2023,5,Q2,Store_10,Electronics,Camera,3,290.67,872.01,378.9,56.55%,493.11,149.78,17.18%,343.33,Cash,North
30-05-2024,2024,5,Q2,Store_6,Home Decor,Table,11,252.94,2782.34,1236.08,55.57%,1546.26,471.12,16.93%,1075.14,Card,East
06-07-2023,2023,7,Q3,Store_7,Sports,Football,9,252.2,2269.80,1688.35,25.62%,581.45,499.46,22.00%,81.99,Card,West
11-02-2024,2024,2,Q1,Store_5,Toys,Board Game,3,159.3,477.90,370.64,22.44%,107.26,117.35,24.56%,-10.09,Cash,West
18-07-2024,2024,7,Q3,Store_1,Electronics,Smartphone,7,430.55,3013.85,1464.39,51.41%,1549.46,545.41,18.10%,1004.05,Card,South
02-09-2024,2024,9,Q3,Store_5,Sports,Running Shoes,15,395.12,5926.80,3752.78,36.68%,2174.02,1283.19,21.65%,890.83,Cash,South
17-11-2022,2022,11,Q4,Store_9,Sports,Gym Bag,2,435.11,870.22,519.45,40.31%,350.77,136.61,15.70%,214.16,Card,West
09-07-2024,2024,7,Q3,Store_8,Home Decor,Curtains,15,146.16,2192.40,1409.34,35.72%,783.06,323.53,14.76%,459.53,Card,East
12-11-2022,2022,11,Q4,Store_9,Toys,Board Game,17,215.23,3658.91,2507,31.48%,1151.91,584.92,15.99%,566.99,Card,South
06-04-2023,2023,4,Q2,Store_6,Sports,Running Shoes,6,164.1,984.60,716.43,27.24%,268.17,275.86,28.02%,-7.69,Digital Wallet,North
28-11-2024,2024,11,Q4,Store_5,Sports,Basketball,6,337.24,2023.44,1403.66,30.63%,619.78,242.45,11.98%,377.33,Cash,East
01-02-2023,2023,2,Q1,Store_5,Groceries,Eggs,18,363.25,6538.50,4477.67,31.52%,2060.83,1674.26,25.61%,386.57,Card,South
19-10-2023,2023,10,Q4,Store_2,Toys,Lego Set,10,190.44,1904.40,1175.14,38.29%,729.26,489.67,25.71%,239.59,Digital Wallet,North
06-03-2022,2022,3,Q1,Store_8,Home Decor,Chair,11,224.63,2470.93,1263.78,48.85%,1207.15,637.86,25.81%,569.29,Cash,North
11-05-2022,2022,5,Q2,Store_9,Home Decor,Curtains,5,33.58,167.90,123.91,26.20%,43.99,18.77,11.18%,25.22,Cash,East
03-10-2024,2024,10,Q4,Store_9,Toys,Action Figure,7,408.04,2856.28,1257.54,55.97%,1598.74,780.30,27.32%,818.44,Card,West
27-07-2023,2023,7,Q3,Store_3,Home Decor,Curtains,14,76.57,1071.98,695.74,35.10%,376.24,281.06,26.22%,95.18,Digital Wallet,West
19-05-2024,2024,5,Q2,Store_5,Sports,Gym Bag,14,331.87,4646.18,2237.14,51.85%,2409.04,1173.23,25.25%,1235.81,Cash,East
05-07-2023,2023,7,Q3,Store_1,Groceries,Fruits,1,52.74,52.74,22.24,57.83%,30.50,10.62,20.14%,19.88,Cash,South
24-01-2022,2022,1,Q1,Store_2,Groceries,Milk,4,79.01,316.04,181.4,42.60%,134.64,41.03,12.98%,93.61,Card,North
05-10-2023,2023,10,Q4,Store_10,Clothing,Shirt,11,73.93,813.23,546.99,32.74%,266.24,178.67,21.97%,87.57,Card,East
31-12-2024,2024,12,Q4,Store_5,Toys,Action Figure,5,51.63,258.15,164.45,36.30%,93.70,46.22,17.90%,47.48,Digital Wallet,South
20-02-2024,2024,2,Q1,Store_10,Clothing,Shirt,6,46.38,278.28,149.73,46.19%,128.55,30.43,10.94%,98.12,Cash,West
24-03-2022,2022,3,Q1,Store_1,Clothing,Shirt,3,347.26,1041.78,818.21,21.46%,223.57,289.92,27.83%,-66.35,Digital Wallet,East
26-09-2022,2022,9,Q3,Store_8,Home Decor,Table,16,483.16,7730.56,3695.65,52.19%,4034.91,825.65,10.68%,3209.26,Digital Wallet,North
29-12-2024,2024,12,Q4,Store_6,Electronics,Camera,5,372.09,1860.45,1477.56,20.58%,382.89,198.81,10.69%,184.08,Cash,South
04-08-2024,2024,8,Q3,Store_2,Groceries,Bread,14,372.37,5213.18,2321.94,55.46%,2891.24,1237.87,23.75%,1653.37,Card,West
05-11-2024,2024,11,Q4,Store_8,Clothing,Shoes,11,160.41,1764.51,1143.3,35.21%,621.21,475.54,26.95%,145.67,Digital Wallet,North
06-03-2023,2023,3,Q1,Store_2,Home Decor,Table,16,195.31,3124.96,1878.7,39.88%,1246.26,467.56,14.96%,778.70,Card,West
04-11-2024,2024,11,Q4,Store_5,Groceries,Rice,15,125.35,1880.25,1452.44,22.75%,427.81,285.62,15.19%,142.19,Cash,East
23-04-2023,2023,4,Q2,Store_7,Clothing,Shoes,15,183.54,2753.10,1219.34,55.71%,1533.76,553.70,20.11%,980.06,Digital Wallet,South
15-11-2023,2023,11,Q4,Store_7,Groceries,Milk,18,202.47,3644.46,1898.21,47.92%,1746.25,1034.49,28.39%,711.76,Cash,North
16-09-2022,2022,9,Q3,Store_2,Toys,Doll,10,259.25,2592.50,1803.65,30.43%,788.85,678.45,26.17%,110.40,Card,North
26-08-2024,2024,8,Q3,Store_5,Groceries,Milk,4,216.36,865.44,389.29,55.02%,476.15,91.31,10.55%,384.84,Cash,East
11-09-2024,2024,9,Q3,Store_2,Electronics,Tablet,14,260.81,3651.34,1906.26,47.79%,1745.08,434.38,11.90%,1310.70,Digital Wallet,East
30-01-2022,2022,1,Q1,Store_3,Sports,Tennis Racket,17,334.58,5687.86,4049.54,28.80%,1638.32,780.27,13.72%,858.05,Card,North
16-07-2024,2024,7,Q3,Store_1,Sports,Football,9,49.08,441.72,268.17,39.29%,173.55,92.85,21.02%,80.70,Cash,West
11-08-2023,2023,8,Q3,Store_9,Electronics,Smartphone,1,489.14,489.14,365.12,25.35%,124.02,54.76,11.20%,69.26,Card,West
20-05-2024,2024,5,Q2,Store_5,Toys,Board Game,3,284.09,852.27,363.31,57.37%,488.96,236.45,27.74%,252.51,Card,South
14-04-2023,2023,4,Q2,Store_2,Toys,Puzzle,3,35.99,107.97,76.16,29.46%,31.81,14.38,13.32%,17.43,Card,West
28-12-2024,2024,12,Q4,Store_9,Toys,Lego Set,9,489.32,4403.88,3388.25,23.06%,1015.63,963.80,21.89%,51.83,Card,East
15-11-2023,2023,11,Q4,Store_9,Groceries,Eggs,7,491.35,3439.45,1494.28,56.55%,1945.17,904.15,26.29%,1041.02,Card,East
23-04-2023,2023,4,Q2,Store_4,Toys,Action Figure,17,45.57,774.69,488.02,37.00%,286.67,138.47,17.87%,148.20,Cash,West
31-05-2022,2022,5,Q2,Store_1,Clothing,Shirt,10,288.65,2886.50,1584.34,45.11%,1302.16,416.00,14.41%,886.16,Digital Wallet,West
08-07-2022,2022,7,Q3,Store_5,Sports,Football,8,383.63,3069.04,1792.69,41.59%,1276.35,320.42,10.44%,955.93,Cash,North
15-02-2022,2022,2,Q1,Store_7,Clothing,Dress,17,203.69,3462.73,1417.53,59.06%,2045.20,492.83,14.23%,1552.37,Cash,North
09-06-2024,2024,6,Q2,Store_3,Clothing,Dress,2,377.97,755.94,437.12,42.18%,318.82,149.44,19.77%,169.38,Card,West
18-03-2024,2024,3,Q1,Store_4,Clothing,Jacket,19,348,6612.00,4901.66,25.87%,1710.34,1065.45,16.11%,644.89,Cash,North
28-02-2022,2022,2,Q1,Store_6,Sports,Gym Bag,18,417.33,7511.94,3898.91,48.10%,3613.03,1937.01,25.79%,1676.02,Card,South
01-05-2022,2022,5,Q2,Store_8,Electronics,Laptop,15,201.29,3019.35,1959.06,35.12%,1060.29,822.69,27.25%,237.60,Digital Wallet,East
05-09-2022,2022,9,Q3,Store_8,Sports,Basketball,16,71.22,1139.52,603.72,47.02%,535.80,156.99,13.78%,378.81,Card,West
17-10-2024,2024,10,Q4,Store_4,Groceries,Milk,16,468.02,7488.32,5596.78,25.26%,1891.54,2043.43,27.29%,-151.89,Cash,North
13-07-2023,2023,7,Q3,Store_6,Clothing,Jeans,17,195.18,3318.06,1959.64,40.94%,1358.42,600.90,18.11%,757.52,Card,South
11-05-2024,2024,5,Q2,Store_2,Home Decor,Table,13,465.53,6051.89,3303.46,45.41%,2748.43,1643.28,27.15%,1105.15,Card,South
27-03-2022,2022,3,Q1,Store_8,Electronics,Camera,10,208.99,2089.90,923.32,55.82%,1166.58,458.41,21.93%,708.17,Card,North
25-03-2023,2023,3,Q1,Store_4,Toys,Action Figure,6,55.3,331.80,225.84,31.93%,105.96,92.61,27.91%,13.35,Cash,North
05-11-2023,2023,11,Q4,Store_9,Electronics,Laptop,5,12.57,62.85,26.74,57.45%,36.11,15.48,24.63%,20.63,Digital Wallet,West
22-06-2022,2022,6,Q2,Store_2,Sports,Football,3,489.37,1468.11,594.84,59.48%,873.27,263.72,17.96%,609.55,Digital Wallet,West
30-08-2022,2022,8,Q3,Store_3,Toys,Lego Set,16,284.17,4546.72,2313.38,49.12%,2233.34,1318.64,29.00%,914.70,Digital Wallet,West
17-12-2024,2024,12,Q4,Store_6,Toys,Puzzle,6,295.38,1772.28,751.03,57.62%,1021.25,367.43,20.73%,653.82,Card,West
01-07-2022,2022,7,Q3,Store_8,Electronics,Tablet,4,120.77,483.08,306.59,36.53%,176.49,73.51,15.22%,102.98,Cash,East
31-08-2023,2023,8,Q3,Store_1,Clothing,Jacket,14,397.99,5571.86,3373.21,39.46%,2198.65,1021.40,18.33%,1177.25,Cash,West
01-01-2024,2024,1,Q1,Store_3,Clothing,Jacket,10,235.11,2351.10,1018.5,56.68%,1332.60,475.94,20.24%,856.66,Cash,East
21-01-2024,2024,1,Q1,Store_4,Toys,Doll,9,104.56,941.04,633.42,32.69%,307.62,249.53,26.52%,58.09,Digital Wallet,South
16-12-2022,2022,12,Q4,Store_10,Clothing,Dress,6,212.15,1272.90,944.4,25.81%,328.50,270.85,21.28%,57.65,Card,North
05-06-2024,2024,6,Q2,Store_2,Clothing,Jacket,16,275.1,4401.60,2115.57,51.94%,2286.03,613.85,13.95%,1672.18,Digital Wallet,East
05-11-2023,2023,11,Q4,Store_6,Home Decor,Sofa,5,493.91,2469.55,1640.14,33.59%,829.41,630.82,25.54%,198.59,Card,South
18-09-2024,2024,9,Q3,Store_3,Groceries,Eggs,3,378.41,1135.23,651.23,42.63%,484.00,196.47,17.31%,287.53,Cash,South
25-05-2024,2024,5,Q2,Store_1,Groceries,Fruits,4,248.41,993.64,696.48,29.91%,297.16,217.70,21.91%,79.46,Card,East
20-09-2023,2023,9,Q3,Store_4,Clothing,Shirt,1,310.85,310.85,246.06,20.84%,64.79,41.73,13.42%,23.06,Digital Wallet,North
17-07-2022,2022,7,Q3,Store_9,Groceries,Milk,4,196.52,786.08,544.01,30.79%,242.07,191.83,24.40%,50.24,Digital Wallet,East
05-11-2022,2022,11,Q4,Store_9,Sports,Gym Bag,16,293.96,4703.36,2411.08,48.74%,2292.28,543.33,11.55%,1748.95,Card,South
27-12-2023,2023,12,Q4,Store_8,Groceries,Rice,1,264.51,264.51,176.77,33.17%,87.74,40.70,15.39%,47.04,Card,East
07-09-2023,2023,9,Q3,Store_5,Groceries,Fruits,19,398.24,7566.56,5474.23,27.65%,2092.33,1346.49,17.80%,745.84,Digital Wallet,West
31-01-2023,2023,1,Q1,Store_5,Groceries,Eggs,15,476.92,7153.80,4617.34,35.46%,2536.46,1626.86,22.74%,909.60,Digital Wallet,West
02-05-2023,2023,5,Q2,Store_5,Clothing,Dress,18,44.89,808.02,622.18,23.00%,185.84,168.04,20.80%,17.80,Digital Wallet,East
07-08-2023,2023,8,Q3,Store_5,Electronics,Smartphone,18,405.32,7295.76,4585.3,37.15%,2710.46,1525.78,20.91%,1184.68,Cash,South
30-04-2023,2023,4,Q2,Store_3,Toys,Doll,17,324.33,5513.61,4058.8,26.39%,1454.81,1108.69,20.11%,346.12,Cash,East
18-05-2022,2022,5,Q2,Store_3,Sports,Basketball,16,431.47,6903.52,2763.39,59.97%,4140.13,896.82,12.99%,3243.31,Cash,South
24-02-2022,2022,2,Q1,Store_5,Toys,Puzzle,19,59.05,1121.95,655.89,41.54%,466.06,322.67,28.76%,143.39,Digital Wallet,East
14-02-2023,2023,2,Q1,Store_2,Home Decor,Lamp,9,475.4,4278.60,2058.75,51.88%,2219.85,911.81,21.31%,1308.04,Cash,East
07-10-2022,2022,10,Q4,Store_6,Electronics,Laptop,7,362.27,2535.89,1907.68,24.77%,628.21,541.93,21.37%,86.28,Cash,West
24-05-2024,2024,5,Q2,Store_1,Toys,Board Game,13,374.72,4871.36,3470.53,28.76%,1400.83,1179.53,24.21%,221.30,Card,West
01-01-2023,2023,1,Q1,Store_2,Home Decor,Table,16,247.26,3956.16,2629.76,33.53%,1326.40,612.21,15.47%,714.19,Digital Wallet,North
30-09-2023,2023,9,Q3,Store_3,Clothing,Jeans,2,125.46,250.92,110.38,56.01%,140.54,66.10,26.34%,74.44,Digital Wallet,North
25-08-2022,2022,8,Q3,Store_1,Electronics,Smartphone,6,322.37,1934.22,1364.59,29.45%,569.63,412.17,21.31%,157.46,Card,South
21-04-2023,2023,4,Q2,Store_4,Sports,Running Shoes,16,378.3,6052.80,3373.38,44.27%,2679.42,761.11,12.57%,1918.31,Cash,North
07-01-2023,2023,1,Q1,Store_6,Groceries,Milk,17,245.31,4170.27,1819.44,56.37%,2350.83,1080.58,25.91%,1270.25,Card,East
17-02-2022,2022,2,Q1,Store_8,Clothing,Jeans,10,382.9,3829.00,2101.26,45.12%,1727.74,511.39,13.36%,1216.35,Cash,North
15-12-2022,2022,12,Q4,Store_3,Toys,Board Game,17,94.38,1604.46,1006.28,37.28%,598.18,454.22,28.31%,143.96,Cash,West
01-01-2024,2024,1,Q1,Store_5,Clothing,Jacket,8,313.49,2507.92,1807.59,27.92%,700.33,285.71,11.39%,414.62,Card,West
13-03-2023,2023,3,Q1,Store_7,Electronics,Smartphone,10,87.23,872.30,575.15,34.07%,297.15,128.81,14.77%,168.34,Digital Wallet,East
10-05-2024,2024,5,Q2,Store_1,Electronics,Tablet,9,142.73,1284.57,658.45,48.74%,626.12,274.24,21.35%,351.88,Cash,East
04-01-2024,2024,1,Q1,Store_9,Clothing,Jeans,15,334.98,5024.70,3694.78,26.47%,1329.92,923.30,18.38%,406.62,Cash,East
11-02-2023,2023,2,Q1,Store_4,Sports,Running Shoes,4,369.68,1478.72,1131.91,23.45%,346.81,305.84,20.68%,40.97,Cash,East
14-11-2024,2024,11,Q4,Store_3,Groceries,Rice,3,210.63,631.89,465.21,26.38%,166.68,184.53,29.20%,-17.85,Digital Wallet,South
29-08-2022,2022,8,Q3,Store_9,Home Decor,Lamp,13,312.04,4056.52,1929.53,52.43%,2126.99,1193.91,29.43%,933.08,Digital Wallet,West
27-08-2023,2023,8,Q3,Store_10,Clothing,Shirt,15,478.87,7183.05,3691.51,48.61%,3491.54,1348.80,18.78%,2142.74,Card,North
08-08-2024,2024,8,Q3,Store_6,Sports,Running Shoes,6,254.95,1529.70,667.89,56.34%,861.81,243.46,15.92%,618.35,Digital Wallet,East
09-07-2024,2024,7,Q3,Store_2,Sports,Running Shoes,15,196.32,2944.80,1797.61,38.96%,1147.19,692.53,23.52%,454.66,Cash,East
15-03-2023,2023,3,Q1,Store_4,Toys,Puzzle,15,382.56,5738.40,2396.37,58.24%,3342.03,1353.83,23.59%,1988.20,Cash,North
08-09-2023,2023,9,Q3,Store_2,Home Decor,Sofa,4,166.77,667.08,313.88,52.95%,353.20,193.74,29.04%,159.46,Digital Wallet,South
30-09-2024,2024,9,Q3,Store_1,Sports,Basketball,3,162.35,487.05,290.99,40.25%,196.06,50.92,10.45%,145.14,Card,North
18-02-2022,2022,2,Q1,Store_7,Electronics,Laptop,5,281.88,1409.40,899.46,36.18%,509.94,400.30,28.40%,109.64,Card,North
17-05-2024,2024,5,Q2,Store_7,Electronics,Headphones,18,12.25,220.50,160.19,27.35%,60.31,54.91,24.90%,5.40,Cash,West
23-08-2023,2023,8,Q3,Store_9,Home Decor,Sofa,7,450.36,3152.52,1631.24,48.26%,1521.28,367.83,11.67%,1153.45,Digital Wallet,North
27-05-2022,2022,5,Q2,Store_10,Clothing,Jeans,1,318.67,318.67,218.81,31.34%,99.86,91.98,28.86%,7.88,Digital Wallet,North
05-07-2024,2024,7,Q3,Store_3,Home Decor,Table,12,389.03,4668.36,3597.17,22.95%,1071.19,959.28,20.55%,111.91,Digital Wallet,West
23-02-2023,2023,2,Q1,Store_2,Electronics,Smartphone,11,258.88,2847.68,1843.62,35.26%,1004.06,412.21,14.48%,591.85,Cash,South
21-09-2023,2023,9,Q3,Store_6,Electronics,Laptop,5,257.98,1289.90,1013.64,21.42%,276.26,358.88,27.82%,-82.62,Card,North
16-05-2022,2022,5,Q2,Store_2,Home Decor,Chair,6,226.78,1360.68,644.5,52.63%,716.18,302.09,22.20%,414.09,Digital Wallet,East
08-08-2024,2024,8,Q3,Store_7,Clothing,Shirt,5,412.14,2060.70,875.97,57.49%,1184.73,409.84,19.89%,774.89,Cash,West
26-06-2023,2023,6,Q2,Store_10,Home Decor,Sofa,3,227.22,681.66,503.09,26.20%,178.57,167.88,24.63%,10.69,Card,North
09-08-2022,2022,8,Q3,Store_8,Clothing,Jeans,11,334.46,3679.06,2735.38,25.65%,943.68,1084.00,29.46%,-140.32,Digital Wallet,East
22-12-2023,2023,12,Q4,Store_3,Toys,Doll,16,87.95,1407.20,970.15,31.06%,437.05,183.87,13.07%,253.18,Digital Wallet,South
14-06-2022,2022,6,Q2,Store_1,Groceries,Bread,7,201.44,1410.08,660.56,53.15%,749.52,158.49,11.24%,591.03,Digital Wallet,East
15-01-2023,2023,1,Q1,Store_6,Sports,Running Shoes,12,54.52,654.24,329.15,49.69%,325.09,163.80,25.04%,161.29,Cash,West
09-08-2022,2022,8,Q3,Store_9,Sports,Gym Bag,12,33.63,403.56,316.03,21.69%,87.53,116.45,28.86%,-28.92,Cash,West
30-01-2022,2022,1,Q1,Store_6,Home Decor,Chair,19,165.35,3141.65,1962.86,37.52%,1178.79,667.04,21.23%,511.75,Cash,East
23-05-2022,2022,5,Q2,Store_5,Clothing,Shirt,1,86.4,86.40,45.8,46.99%,40.60,16.92,19.58%,23.68,Digital Wallet,South
27-12-2022,2022,12,Q4,Store_1,Clothing,Dress,15,136.57,2048.55,1000.97,51.14%,1047.58,210.28,10.26%,837.30,Cash,North
17-05-2022,2022,5,Q2,Store_7,Clothing,Shirt,17,206.02,3502.34,1430.93,59.14%,2071.41,814.43,23.25%,1256.98,Cash,West
12-08-2024,2024,8,Q3,Store_4,Toys,Action Figure,14,485.81,6801.34,5109.87,24.87%,1691.47,841.15,12.37%,850.32,Cash,South
02-02-2024,2024,2,Q1,Store_2,Clothing,Jeans,11,42.48,467.28,303.1,35.14%,164.18,107.20,22.94%,56.98,Digital Wallet,South
20-12-2024,2024,12,Q4,Store_2,Electronics,Camera,3,492.3,1476.90,1164.65,21.14%,312.25,288.26,19.52%,23.99,Cash,South
22-11-2022,2022,11,Q4,Store_6,Sports,Tennis Racket,5,38.51,192.55,125.85,34.64%,66.70,40.77,21.17%,25.93,Cash,East
25-01-2022,2022,1,Q1,Store_2,Toys,Puzzle,10,397,3970.00,3043.75,23.33%,926.25,1009.39,25.43%,-83.14,Card,East
18-03-2023,2023,3,Q1,Store_10,Electronics,Laptop,8,223.37,1786.96,1293.06,27.64%,493.90,359.30,20.11%,134.60,Digital Wallet,East
02-04-2023,2023,4,Q2,Store_9,Groceries,Fruits,18,470.29,8465.22,5232.39,38.19%,3232.83,1888.24,22.31%,1344.59,Cash,South
06-10-2024,2024,10,Q4,Store_2,Groceries,Eggs,3,165.99,497.97,248.87,50.02%,249.10,66.69,13.39%,182.41,Digital Wallet,West
10-03-2023,2023,3,Q1,Store_4,Home Decor,Table,5,239.22,1196.10,780.05,34.78%,416.05,336.79,28.16%,79.26,Digital Wallet,North
20-05-2024,2024,5,Q2,Store_3,Toys,Puzzle,2,91.45,182.90,92.57,49.39%,90.33,37.40,20.45%,52.93,Cash,West
20-03-2023,2023,3,Q1,Store_8,Sports,Running Shoes,19,195.26,3709.94,2180.72,41.22%,1529.22,427.54,11.52%,1101.68,Card,East
06-06-2022,2022,6,Q2,Store_2,Home Decor,Sofa,17,20.41,346.97,149.89,56.80%,197.08,82.72,23.84%,114.36,Card,South
26-03-2022,2022,3,Q1,Store_6,Groceries,Eggs,11,20.37,224.07,131.49,41.32%,92.58,61.70,27.54%,30.88,Card,North
